Company Name,Location,Job Title,Required Skills,Job Description,Experience Level,Salary Range,Posting Date,Job Type
Infosys,Bhopal,Data Scientist,"SQL, Excel, Data Visualization",NA,Mid-level,18-25 LPA,23-11-2023,Contract
Flipkart,Noida,Software Engineer,"AWS, Azure, Docker",NA,Senior,20-30 LPA,09-04-2024,Contract
Cognizant,Coimbatore,Full Stack Developer,"Python, ML, TensorFlow",NA,Senior,20-30 LPA,01-08-2024,Internship
Byju's,Hyderabad,Business Analyst,"AWS, Azure, Docker",NA,Senior,10-15 LPA,16-09-2023,Part-time
Amazon,Nagpur,ML Engineer,"Python, ML, TensorFlow",NA,Senior,3-5 LPA,12-03-2024,Contract
Tech Mahindra,Chennai,Software Engineer,"Go, Kubernetes, Docker",NA,Entry-level,5-8 LPA,28-05-2023,Part-time
Amazon,Bangalore,Software Engineer,"Python, NLP, AI models",NA,Senior,18-25 LPA,03-08-2024,Contract
Swiggy,Lucknow,Data Analyst,"AWS, Azure, Docker",NA,Mid-level,20-30 LPA,19-12-2023,Contract
HCL Technologies,Noida,Full Stack Developer,"React, Node.js, SQL",NA,Senior,3-5 LPA,26-10-2024,Contract
Infosys,Nagpur,Full Stack Developer,"Go, Kubernetes, Docker",NA,Entry-level,15-20 LPA,27-04-2023,Contract
Accenture,Nagpur,Product Manager,"SQL, Excel, Data Visualization",NA,Senior,20-30 LPA,09-08-2023,Part-time
Capgemini,Mumbai,Backend Developer,"Python, ML, TensorFlow",NA,Entry-level,18-25 LPA,26-02-2024,Contract
Wipro,Nagpur,DevOps Engineer,"SQL, Excel, Data Visualization",NA,Mid-level,5-8 LPA,16-05-2023,Full-time
Paytm,Pune,Data Analyst,"Python, ML, TensorFlow",NA,Entry-level,7-12 LPA,07-09-2023,Part-time
Infosys,Lucknow,Full Stack Developer,"React, Node.js, SQL",NA,Entry-level,10-15 LPA,01-02-2024,Full-time
Tech Mahindra,Jaipur,Product Manager,"CI/CD, Jenkins, Kubernetes",NA,Senior,5-8 LPA,11-02-2024,Full-time
Microsoft,Noida,DevOps Engineer,"Go, Kubernetes, Docker",NA,Mid-level,4-6 LPA,01-10-2023,Contract
Byju's,Bhopal,DevOps Engineer,"Go, Kubernetes, Docker",NA,Senior,4-6 LPA,02-03-2024,Part-time
Tata Consultancy Services,Bangalore,DevOps Engineer,"HTML, CSS, JavaScript",NA,Entry-level,7-12 LPA,07-04-2023,Internship
Amazon,Coimbatore,Frontend Developer,"Python, NLP, AI models",NA,Mid-level,20-30 LPA,06-11-2023,Full-time
Byju's,Coimbatore,Backend Developer,"SQL, Power BI, Excel",NA,Senior,6-10 LPA,02-12-2024,Full-time
Paytm,Nagpur,Full Stack Developer,"Go, Kubernetes, Docker",NA,Senior,7-12 LPA,30-03-2023,Contract
Microsoft,Lucknow,Full Stack Developer,"HTML, CSS, JavaScript",NA,Entry-level,10-15 LPA,16-02-2023,Full-time
Zomato,Kolkata,DevOps Engineer,"Ruby on Rails, PostgreSQL",NA,Entry-level,18-25 LPA,09-11-2023,Part-time
Tata Consultancy Services,Pune,Cloud Engineer,"SQL, Excel, Data Visualization",NA,Entry-level,10-15 LPA,01-08-2024,Part-time
Tech Mahindra,Lucknow,Data Scientist,"HTML, CSS, JavaScript",NA,Entry-level,3-5 LPA,30-03-2024,Part-time
Cognizant,Nagpur,Product Manager,"AWS, Azure, Docker",NA,Mid-level,4-6 LPA,01-01-2023,Part-time
Accenture,Indore,Data Analyst,"Python, ML, TensorFlow",NA,Entry-level,5-8 LPA,07-06-2024,Contract
Amazon,Lucknow,DevOps Engineer,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,7-12 LPA,16-01-2025,Contract
Wipro,Nagpur,Data Analyst,"Node.js, Express, MongoDB",NA,Senior,4-6 LPA,08-02-2025,Internship
Oracle,Gurgaon,Backend Developer,"Node.js, Express, MongoDB",NA,Mid-level,20-30 LPA,23-05-2023,Full-time
Zomato,Bangalore,Cloud Engineer,"SQL, Excel, Data Visualization",NA,Entry-level,10-15 LPA,17-03-2023,Internship
Tata Consultancy Services,Lucknow,Data Scientist,"SQL, Excel, Data Visualization",NA,Entry-level,18-25 LPA,04-01-2025,Contract
IBM,Indore,Data Analyst,"HTML, CSS, JavaScript",NA,Entry-level,7-12 LPA,10-10-2024,Contract
Infosys,Chennai,Full Stack Developer,"AWS, Azure, Docker",NA,Mid-level,6-10 LPA,11-06-2024,Part-time
Tata Consultancy Services,Indore,Data Analyst,"Ruby on Rails, PostgreSQL",NA,Senior,20-30 LPA,12-03-2025,Full-time
Flipkart,Gurgaon,Cybersecurity Analyst,"SQL, Power BI, Excel",NA,Senior,3-5 LPA,19-07-2024,Part-time
Byju's,Kolkata,Cybersecurity Analyst,"Python, NLP, AI models",NA,Senior,6-10 LPA,04-12-2023,Internship
Tata Consultancy Services,Ahmedabad,Business Analyst,"React, Node.js, SQL",NA,Mid-level,6-10 LPA,16-06-2024,Part-time
IBM,Gurgaon,ML Engineer,"HTML, CSS, JavaScript",NA,Entry-level,3-5 LPA,17-06-2024,Part-time
Wipro,Surat,Full Stack Developer,"React, Node.js, SQL",NA,Entry-level,5-8 LPA,25-12-2023,Internship
Accenture,Hyderabad,Software Engineer,"AWS, Azure, Docker",NA,Mid-level,20-30 LPA,05-08-2023,Internship
Deloitte,Kolkata,Backend Developer,"Node.js, Express, MongoDB",NA,Senior,4-6 LPA,11-01-2025,Full-time
Swiggy,Pune,Data Scientist,"Ruby on Rails, PostgreSQL",NA,Senior,3-5 LPA,17-09-2023,Part-time
Cognizant,Gurgaon,Software Engineer,"React, Node.js, SQL",NA,Entry-level,3-5 LPA,26-02-2023,Part-time
Wipro,Hyderabad,Data Analyst,"Java, Spring Boot, Microservices",NA,Mid-level,6-10 LPA,22-04-2023,Contract
Paytm,Surat,DevOps Engineer,"Go, Kubernetes, Docker",NA,Entry-level,20-30 LPA,22-06-2023,Part-time
Accenture,Mumbai,Frontend Developer,"React, Node.js, SQL",NA,Entry-level,15-20 LPA,07-09-2024,Part-time
Cognizant,Mumbai,Data Scientist,"React, Node.js, SQL",NA,Senior,6-10 LPA,19-08-2023,Contract
Swiggy,Nagpur,Backend Developer,"SQL, Power BI, Excel",NA,Senior,20-30 LPA,18-02-2024,Part-time
Deloitte,Mumbai,DevOps Engineer,"SQL, Power BI, Excel",NA,Senior,7-12 LPA,05-03-2023,Part-time
Microsoft,Coimbatore,ML Engineer,"Node.js, Express, MongoDB",NA,Mid-level,7-12 LPA,29-06-2023,Contract
Oracle,Bangalore,Frontend Developer,"React, Node.js, SQL",NA,Mid-level,6-10 LPA,14-09-2023,Contract
Flipkart,Bangalore,Business Analyst,"AWS, Azure, Docker",NA,Senior,20-30 LPA,15-04-2024,Part-time
Tata Consultancy Services,Bangalore,Data Analyst,"Java, Spring Boot, Microservices",NA,Mid-level,5-8 LPA,24-12-2024,Contract
Tech Mahindra,Kolkata,Data Analyst,"Node.js, Express, MongoDB",NA,Senior,5-8 LPA,31-07-2024,Internship
Wipro,Mumbai,Software Engineer,"Python, ML, TensorFlow",NA,Mid-level,7-12 LPA,30-09-2024,Internship
Byju's,Lucknow,Backend Developer,"Go, Kubernetes, Docker",NA,Senior,6-10 LPA,27-12-2024,Part-time
PhonePe,Bhopal,Data Analyst,"React, Node.js, SQL",NA,Senior,7-12 LPA,19-02-2024,Contract
Paytm,Noida,Cloud Engineer,"Python, NLP, AI models",NA,Senior,18-25 LPA,27-03-2024,Part-time
PhonePe,Gurgaon,Data Scientist,"Python, ML, TensorFlow",NA,Entry-level,4-6 LPA,19-06-2024,Internship
Swiggy,Mumbai,Business Analyst,"Node.js, Express, MongoDB",NA,Senior,7-12 LPA,17-02-2024,Contract
Deloitte,Nagpur,Cloud Engineer,"Java, Spring Boot, Microservices",NA,Senior,18-25 LPA,18-09-2023,Part-time
Wipro,Kolkata,Software Engineer,"React, Node.js, SQL",NA,Entry-level,20-30 LPA,21-12-2024,Internship
Tech Mahindra,Surat,Business Analyst,"React, Node.js, SQL",NA,Senior,5-8 LPA,25-04-2023,Part-time
Tech Mahindra,Mumbai,Business Analyst,"React, Node.js, SQL",NA,Senior,10-15 LPA,22-02-2025,Part-time
Wipro,Surat,Cloud Engineer,"React, Node.js, SQL",NA,Senior,15-20 LPA,16-01-2025,Part-time
Zomato,Chennai,Full Stack Developer,"SQL, Excel, Data Visualization",NA,Mid-level,15-20 LPA,20-08-2023,Internship
HCL Technologies,Kolkata,Software Engineer,"HTML, CSS, JavaScript",NA,Entry-level,10-15 LPA,14-10-2024,Full-time
Deloitte,Bangalore,Frontend Developer,"Go, Kubernetes, Docker",NA,Entry-level,4-6 LPA,18-06-2023,Contract
Paytm,Kolkata,Product Manager,"Python, NLP, AI models",NA,Mid-level,15-20 LPA,12-01-2025,Internship
Infosys,Bhopal,DevOps Engineer,"SQL, Excel, Data Visualization",NA,Mid-level,20-30 LPA,22-02-2024,Part-time
Swiggy,Noida,Cybersecurity Analyst,"Python, NLP, AI models",NA,Senior,6-10 LPA,03-10-2023,Full-time
Amazon,Coimbatore,Frontend Developer,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,15-20 LPA,27-01-2023,Full-time
Google,Gurgaon,Cloud Engineer,"Go, Kubernetes, Docker",NA,Entry-level,5-8 LPA,22-02-2024,Full-time
Oracle,Gurgaon,Full Stack Developer,"Node.js, Express, MongoDB",NA,Senior,3-5 LPA,19-08-2024,Part-time
Capgemini,Lucknow,Data Scientist,"CI/CD, Jenkins, Kubernetes",NA,Senior,18-25 LPA,08-01-2023,Full-time
HCL Technologies,Bangalore,Business Analyst,"Go, Kubernetes, Docker",NA,Entry-level,5-8 LPA,19-01-2024,Full-time
Oracle,Hyderabad,ML Engineer,"AWS, Azure, Docker",NA,Senior,7-12 LPA,04-12-2024,Contract
Google,Ahmedabad,Frontend Developer,"SQL, Excel, Data Visualization",NA,Entry-level,4-6 LPA,04-03-2025,Internship
Amazon,Indore,Data Scientist,"Node.js, Express, MongoDB",NA,Mid-level,5-8 LPA,25-10-2023,Part-time
Accenture,Noida,Frontend Developer,"AWS, Azure, Docker",NA,Mid-level,15-20 LPA,23-01-2025,Full-time
IBM,Ahmedabad,ML Engineer,"SQL, Power BI, Excel",NA,Entry-level,10-15 LPA,09-10-2023,Internship
Cognizant,Chennai,Full Stack Developer,"Node.js, Express, MongoDB",NA,Mid-level,10-15 LPA,02-05-2023,Internship
Deloitte,Hyderabad,Data Scientist,"Python, NLP, AI models",NA,Mid-level,3-5 LPA,15-07-2023,Full-time
Wipro,Pune,Product Manager,"HTML, CSS, JavaScript",NA,Mid-level,4-6 LPA,13-07-2024,Internship
Tata Consultancy Services,Mumbai,Frontend Developer,"AWS, Azure, Docker",NA,Entry-level,6-10 LPA,22-09-2023,Internship
Swiggy,Kolkata,Cloud Engineer,"Go, Kubernetes, Docker",NA,Entry-level,15-20 LPA,27-03-2023,Part-time
Paytm,Gurgaon,ML Engineer,"SQL, Excel, Data Visualization",NA,Mid-level,18-25 LPA,06-05-2023,Internship
PhonePe,Hyderabad,Data Analyst,"Python, ML, TensorFlow",NA,Senior,4-6 LPA,21-02-2025,Full-time
Accenture,Lucknow,Product Manager,"Python, ML, TensorFlow",NA,Entry-level,15-20 LPA,26-12-2023,Part-time
HCL Technologies,Chennai,Cloud Engineer,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,15-20 LPA,11-10-2023,Internship
Google,Surat,Backend Developer,"SQL, Power BI, Excel",NA,Senior,15-20 LPA,26-07-2023,Internship
Accenture,Pune,Cybersecurity Analyst,"SQL, Power BI, Excel",NA,Mid-level,10-15 LPA,20-02-2025,Full-time
HCL Technologies,Lucknow,Business Analyst,"Python, NLP, AI models",NA,Senior,4-6 LPA,12-02-2024,Internship
Google,Bhopal,Cloud Engineer,"Go, Kubernetes, Docker",NA,Entry-level,10-15 LPA,26-01-2023,Internship
Wipro,Mumbai,Full Stack Developer,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,5-8 LPA,09-06-2023,Internship
Amazon,Chennai,ML Engineer,"AWS, Azure, Docker",NA,Entry-level,10-15 LPA,05-04-2024,Internship
Capgemini,Indore,Data Analyst,"Python, NLP, AI models",NA,Mid-level,20-30 LPA,08-05-2023,Internship
IBM,Bhopal,Product Manager,"Go, Kubernetes, Docker",NA,Entry-level,4-6 LPA,23-01-2025,Full-time
Swiggy,Coimbatore,Product Manager,"Java, Spring Boot, Microservices",NA,Entry-level,7-12 LPA,13-03-2023,Internship
Wipro,Gurgaon,Data Analyst,"HTML, CSS, JavaScript",NA,Senior,6-10 LPA,26-04-2024,Part-time
Tech Mahindra,Lucknow,Data Analyst,"HTML, CSS, JavaScript",NA,Senior,5-8 LPA,06-02-2025,Part-time
Wipro,Mumbai,ML Engineer,"SQL, Excel, Data Visualization",NA,Mid-level,3-5 LPA,20-12-2024,Full-time
Infosys,Coimbatore,Full Stack Developer,"React, Node.js, SQL",NA,Entry-level,7-12 LPA,12-06-2024,Full-time
Deloitte,Ahmedabad,Full Stack Developer,"React, Node.js, SQL",NA,Mid-level,4-6 LPA,15-06-2024,Internship
IBM,Noida,Backend Developer,"HTML, CSS, JavaScript",NA,Entry-level,18-25 LPA,03-04-2024,Contract
Zomato,Nagpur,Data Scientist,"React, Node.js, SQL",NA,Mid-level,7-12 LPA,29-09-2023,Part-time
PhonePe,Surat,Cybersecurity Analyst,"Java, Spring Boot, Microservices",NA,Mid-level,6-10 LPA,16-04-2024,Part-time
Deloitte,Chennai,Full Stack Developer,"SQL, Excel, Data Visualization",NA,Mid-level,5-8 LPA,26-11-2023,Contract
IBM,Noida,Data Analyst,"React, Node.js, SQL",NA,Entry-level,10-15 LPA,15-02-2023,Part-time
IBM,Nagpur,Software Engineer,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,6-10 LPA,05-04-2023,Part-time
Oracle,Bangalore,Data Analyst,"Python, ML, TensorFlow",NA,Senior,7-12 LPA,13-01-2024,Contract
Tata Consultancy Services,Kolkata,ML Engineer,"SQL, Excel, Data Visualization",NA,Senior,4-6 LPA,06-02-2023,Contract
Cognizant,Bhopal,ML Engineer,"Python, ML, TensorFlow",NA,Senior,6-10 LPA,17-11-2024,Contract
Cognizant,Noida,Software Engineer,"SQL, Power BI, Excel",NA,Mid-level,5-8 LPA,06-03-2025,Internship
Oracle,Indore,Backend Developer,"CI/CD, Jenkins, Kubernetes",NA,Senior,5-8 LPA,18-05-2023,Internship
Accenture,Mumbai,DevOps Engineer,"Node.js, Express, MongoDB",NA,Mid-level,18-25 LPA,15-03-2025,Full-time
IBM,Ahmedabad,Business Analyst,"Java, Spring Boot, Microservices",NA,Mid-level,20-30 LPA,07-11-2023,Part-time
Swiggy,Nagpur,Product Manager,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,20-30 LPA,11-03-2023,Full-time
Zomato,Mumbai,Backend Developer,"SQL, Power BI, Excel",NA,Senior,20-30 LPA,23-06-2024,Part-time
Capgemini,Bangalore,Business Analyst,"Node.js, Express, MongoDB",NA,Mid-level,4-6 LPA,14-05-2024,Full-time
Infosys,Pune,Product Manager,"SQL, Power BI, Excel",NA,Mid-level,6-10 LPA,15-05-2023,Contract
Capgemini,Nagpur,Data Analyst,"SQL, Excel, Data Visualization",NA,Entry-level,7-12 LPA,20-11-2024,Contract
HCL Technologies,Bangalore,Cloud Engineer,"SQL, Power BI, Excel",NA,Entry-level,4-6 LPA,17-03-2025,Part-time
Amazon,Hyderabad,Full Stack Developer,"Ruby on Rails, PostgreSQL",NA,Senior,3-5 LPA,24-08-2023,Part-time
Google,Pune,Data Scientist,"CI/CD, Jenkins, Kubernetes",NA,Senior,5-8 LPA,12-01-2025,Internship
Accenture,Surat,Frontend Developer,"Node.js, Express, MongoDB",NA,Mid-level,20-30 LPA,03-03-2025,Part-time
Wipro,Lucknow,Data Analyst,"AWS, Azure, Docker",NA,Mid-level,10-15 LPA,17-02-2023,Part-time
Swiggy,Coimbatore,Software Engineer,"Python, NLP, AI models",NA,Entry-level,5-8 LPA,10-01-2025,Contract
Swiggy,Lucknow,Cybersecurity Analyst,"Go, Kubernetes, Docker",NA,Senior,5-8 LPA,26-06-2023,Internship
Google,Pune,Data Analyst,"Ruby on Rails, PostgreSQL",NA,Entry-level,4-6 LPA,04-05-2023,Internship
PhonePe,Hyderabad,Product Manager,"Java, Spring Boot, Microservices",NA,Entry-level,3-5 LPA,12-11-2024,Internship
Infosys,Kolkata,Data Scientist,"Node.js, Express, MongoDB",NA,Senior,3-5 LPA,12-05-2023,Part-time
Paytm,Chennai,Cloud Engineer,"Node.js, Express, MongoDB",NA,Entry-level,7-12 LPA,04-01-2024,Part-time
Oracle,Pune,Frontend Developer,"Go, Kubernetes, Docker",NA,Senior,10-15 LPA,12-05-2024,Part-time
Accenture,Jaipur,Backend Developer,"Java, Spring Boot, Microservices",NA,Mid-level,3-5 LPA,09-07-2023,Part-time
Deloitte,Hyderabad,Data Analyst,"HTML, CSS, JavaScript",NA,Mid-level,7-12 LPA,03-01-2025,Internship
Flipkart,Ahmedabad,Data Scientist,"Python, NLP, AI models",NA,Entry-level,20-30 LPA,26-04-2023,Internship
HCL Technologies,Mumbai,Full Stack Developer,"Ruby on Rails, PostgreSQL",NA,Senior,7-12 LPA,16-02-2025,Contract
Oracle,Jaipur,Full Stack Developer,"HTML, CSS, JavaScript",NA,Entry-level,20-30 LPA,20-10-2023,Part-time
Paytm,Chennai,Data Analyst,"Ruby on Rails, PostgreSQL",NA,Mid-level,5-8 LPA,20-02-2023,Internship
Tech Mahindra,Hyderabad,Data Scientist,"Java, Spring Boot, Microservices",NA,Senior,6-10 LPA,10-05-2024,Internship
Infosys,Jaipur,Cloud Engineer,"AWS, Azure, Docker",NA,Entry-level,7-12 LPA,16-04-2024,Internship
Deloitte,Bangalore,DevOps Engineer,"Python, ML, TensorFlow",NA,Senior,3-5 LPA,09-03-2024,Part-time
Microsoft,Gurgaon,Backend Developer,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,18-25 LPA,21-02-2025,Internship
Deloitte,Ahmedabad,Software Engineer,"SQL, Excel, Data Visualization",NA,Mid-level,6-10 LPA,09-01-2023,Full-time
Google,Chennai,Data Scientist,"Python, ML, TensorFlow",NA,Senior,15-20 LPA,22-01-2024,Contract
Accenture,Kolkata,Frontend Developer,"Node.js, Express, MongoDB",NA,Mid-level,6-10 LPA,17-05-2023,Part-time
Infosys,Surat,ML Engineer,"Java, Spring Boot, Microservices",NA,Entry-level,6-10 LPA,20-05-2024,Contract
PhonePe,Coimbatore,Data Analyst,"HTML, CSS, JavaScript",NA,Senior,5-8 LPA,18-05-2024,Part-time
Google,Mumbai,Software Engineer,"Go, Kubernetes, Docker",NA,Senior,6-10 LPA,28-11-2023,Full-time
Byju's,Bangalore,Data Scientist,"Node.js, Express, MongoDB",NA,Mid-level,6-10 LPA,28-02-2024,Part-time
Tech Mahindra,Bangalore,Cloud Engineer,"Ruby on Rails, PostgreSQL",NA,Mid-level,10-15 LPA,05-03-2025,Contract
Byju's,Bhopal,DevOps Engineer,"Python, NLP, AI models",NA,Senior,3-5 LPA,20-09-2023,Contract
Microsoft,Gurgaon,Data Analyst,"React, Node.js, SQL",NA,Senior,18-25 LPA,03-03-2025,Full-time
Zomato,Gurgaon,Full Stack Developer,"Node.js, Express, MongoDB",NA,Senior,20-30 LPA,22-09-2023,Contract
Infosys,Jaipur,Data Analyst,"HTML, CSS, JavaScript",NA,Senior,6-10 LPA,24-09-2023,Full-time
Zomato,Jaipur,Full Stack Developer,"HTML, CSS, JavaScript",NA,Senior,15-20 LPA,15-03-2025,Contract
Capgemini,Chennai,Cloud Engineer,"HTML, CSS, JavaScript",NA,Entry-level,18-25 LPA,27-07-2024,Internship
Wipro,Kolkata,Cybersecurity Analyst,"Node.js, Express, MongoDB",NA,Senior,18-25 LPA,07-04-2023,Part-time
Tech Mahindra,Coimbatore,ML Engineer,"Node.js, Express, MongoDB",NA,Mid-level,7-12 LPA,28-06-2023,Internship
HCL Technologies,Kolkata,Cybersecurity Analyst,"Java, Spring Boot, Microservices",NA,Senior,18-25 LPA,23-08-2023,Contract
IBM,Indore,Data Scientist,"Java, Spring Boot, Microservices",NA,Senior,10-15 LPA,18-06-2023,Full-time
IBM,Indore,Cybersecurity Analyst,"Node.js, Express, MongoDB",NA,Mid-level,3-5 LPA,02-04-2023,Contract
Flipkart,Bhopal,Cybersecurity Analyst,"SQL, Power BI, Excel",NA,Senior,4-6 LPA,11-10-2023,Part-time
Google,Kolkata,ML Engineer,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,15-20 LPA,18-03-2023,Part-time
Swiggy,Kolkata,Frontend Developer,"HTML, CSS, JavaScript",NA,Mid-level,18-25 LPA,28-09-2024,Internship
Infosys,Mumbai,Business Analyst,"AWS, Azure, Docker",NA,Entry-level,20-30 LPA,17-10-2024,Part-time
Flipkart,Jaipur,Software Engineer,"Python, NLP, AI models",NA,Mid-level,6-10 LPA,23-05-2023,Part-time
Microsoft,Ahmedabad,Cybersecurity Analyst,"SQL, Excel, Data Visualization",NA,Mid-level,5-8 LPA,25-01-2024,Internship
Tata Consultancy Services,Chennai,Business Analyst,"Ruby on Rails, PostgreSQL",NA,Senior,15-20 LPA,15-09-2024,Part-time
Zomato,Mumbai,Business Analyst,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,10-15 LPA,18-04-2024,Part-time
Byju's,Ahmedabad,Software Engineer,"Go, Kubernetes, Docker",NA,Entry-level,5-8 LPA,15-03-2024,Part-time
Amazon,Gurgaon,Software Engineer,"Ruby on Rails, PostgreSQL",NA,Mid-level,15-20 LPA,04-07-2024,Contract
Infosys,Kolkata,Cloud Engineer,"Go, Kubernetes, Docker",NA,Entry-level,20-30 LPA,14-01-2025,Internship
Deloitte,Indore,Data Scientist,"Python, ML, TensorFlow",NA,Mid-level,4-6 LPA,11-02-2024,Internship
Capgemini,Lucknow,Cloud Engineer,"SQL, Power BI, Excel",NA,Entry-level,5-8 LPA,14-08-2024,Contract
Cognizant,Bangalore,Software Engineer,"React, Node.js, SQL",NA,Senior,20-30 LPA,16-02-2024,Part-time
HCL Technologies,Hyderabad,Backend Developer,"CI/CD, Jenkins, Kubernetes",NA,Senior,7-12 LPA,10-08-2024,Full-time
HCL Technologies,Mumbai,DevOps Engineer,"Node.js, Express, MongoDB",NA,Mid-level,15-20 LPA,01-06-2023,Internship
Amazon,Bangalore,Cloud Engineer,"Java, Spring Boot, Microservices",NA,Mid-level,20-30 LPA,30-11-2023,Part-time
Google,Bangalore,Cloud Engineer,"Go, Kubernetes, Docker",NA,Senior,20-30 LPA,17-02-2023,Part-time
Microsoft,Noida,Product Manager,"Ruby on Rails, PostgreSQL",NA,Senior,10-15 LPA,18-10-2024,Full-time
Tech Mahindra,Surat,Backend Developer,"CI/CD, Jenkins, Kubernetes",NA,Senior,10-15 LPA,13-05-2024,Contract
Byju's,Lucknow,Full Stack Developer,"Java, Spring Boot, Microservices",NA,Entry-level,6-10 LPA,08-01-2024,Contract
Flipkart,Pune,DevOps Engineer,"SQL, Power BI, Excel",NA,Entry-level,5-8 LPA,13-08-2024,Internship
Microsoft,Surat,Data Analyst,"Java, Spring Boot, Microservices",NA,Mid-level,20-30 LPA,25-11-2024,Full-time
Byju's,Hyderabad,Product Manager,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,4-6 LPA,02-11-2024,Part-time
Microsoft,Kolkata,Software Engineer,"Ruby on Rails, PostgreSQL",NA,Senior,20-30 LPA,16-10-2024,Full-time
Google,Chennai,DevOps Engineer,"Python, NLP, AI models",NA,Mid-level,6-10 LPA,11-02-2025,Internship
Byju's,Mumbai,Product Manager,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,15-20 LPA,25-04-2024,Contract
Capgemini,Surat,Data Analyst,"CI/CD, Jenkins, Kubernetes",NA,Senior,20-30 LPA,25-02-2024,Part-time
Zomato,Pune,Business Analyst,"Ruby on Rails, PostgreSQL",NA,Mid-level,18-25 LPA,31-08-2024,Full-time
Infosys,Pune,Cloud Engineer,"Python, ML, TensorFlow",NA,Mid-level,4-6 LPA,22-10-2023,Part-time
Amazon,Bangalore,ML Engineer,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,5-8 LPA,24-04-2023,Contract
Amazon,Mumbai,Product Manager,"AWS, Azure, Docker",NA,Senior,4-6 LPA,24-10-2023,Contract
Wipro,Surat,Business Analyst,"CI/CD, Jenkins, Kubernetes",NA,Senior,18-25 LPA,01-03-2025,Full-time
Zomato,Bangalore,Full Stack Developer,"Python, NLP, AI models",NA,Mid-level,20-30 LPA,27-02-2024,Contract
Swiggy,Ahmedabad,Full Stack Developer,"Python, ML, TensorFlow",NA,Senior,10-15 LPA,16-07-2023,Part-time
Byju's,Ahmedabad,Cloud Engineer,"AWS, Azure, Docker",NA,Senior,7-12 LPA,16-08-2024,Part-time
Flipkart,Gurgaon,Frontend Developer,"Node.js, Express, MongoDB",NA,Mid-level,5-8 LPA,16-06-2023,Part-time
Tata Consultancy Services,Chennai,Frontend Developer,"HTML, CSS, JavaScript",NA,Senior,20-30 LPA,19-06-2024,Contract
Cognizant,Nagpur,Product Manager,"Python, ML, TensorFlow",NA,Mid-level,15-20 LPA,17-03-2024,Contract
HCL Technologies,Bangalore,Business Analyst,"Ruby on Rails, PostgreSQL",NA,Senior,15-20 LPA,19-09-2024,Full-time
Tata Consultancy Services,Noida,DevOps Engineer,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,18-25 LPA,25-09-2024,Contract
IBM,Lucknow,DevOps Engineer,"Python, NLP, AI models",NA,Entry-level,3-5 LPA,23-01-2024,Part-time
Tata Consultancy Services,Lucknow,Frontend Developer,"CI/CD, Jenkins, Kubernetes",NA,Senior,7-12 LPA,06-07-2024,Part-time
Google,Ahmedabad,Data Analyst,"Go, Kubernetes, Docker",NA,Entry-level,20-30 LPA,07-06-2024,Internship
Wipro,Pune,Business Analyst,"SQL, Power BI, Excel",NA,Senior,18-25 LPA,28-07-2023,Full-time
HCL Technologies,Nagpur,Cybersecurity Analyst,"Python, NLP, AI models",NA,Mid-level,20-30 LPA,22-09-2023,Internship
Oracle,Pune,DevOps Engineer,"SQL, Excel, Data Visualization",NA,Mid-level,15-20 LPA,20-10-2023,Contract
Byju's,Nagpur,DevOps Engineer,"AWS, Azure, Docker",NA,Mid-level,10-15 LPA,09-10-2023,Internship
Tech Mahindra,Kolkata,Full Stack Developer,"CI/CD, Jenkins, Kubernetes",NA,Senior,15-20 LPA,22-09-2023,Contract
HCL Technologies,Gurgaon,Frontend Developer,"Node.js, Express, MongoDB",NA,Entry-level,5-8 LPA,02-07-2024,Part-time
Google,Bhopal,Software Engineer,"React, Node.js, SQL",NA,Mid-level,18-25 LPA,13-05-2023,Full-time
Byju's,Chennai,Software Engineer,"React, Node.js, SQL",NA,Mid-level,15-20 LPA,18-01-2024,Contract
Google,Bangalore,Data Scientist,"Java, Spring Boot, Microservices",NA,Senior,6-10 LPA,25-05-2023,Full-time
Zomato,Hyderabad,Frontend Developer,"HTML, CSS, JavaScript",NA,Senior,7-12 LPA,04-10-2024,Part-time
Wipro,Kolkata,Frontend Developer,"Go, Kubernetes, Docker",NA,Senior,4-6 LPA,15-07-2023,Full-time
Tech Mahindra,Jaipur,Business Analyst,"Ruby on Rails, PostgreSQL",NA,Mid-level,6-10 LPA,14-10-2023,Internship
Tata Consultancy Services,Bhopal,DevOps Engineer,"Java, Spring Boot, Microservices",NA,Senior,15-20 LPA,13-01-2023,Full-time
Amazon,Bhopal,Software Engineer,"HTML, CSS, JavaScript",NA,Senior,6-10 LPA,26-10-2023,Internship
